Koppal, 138240
Viluppuram, 138265
Nagaon, 139260
Salem, 139920
Nagapattinam, 140400
Yanam, 141300
Pondicherry, 141300
Mandya, 141480
Ariyalur, 142260
Tiruvannamalai, 142440
Dibrugarh, 142500
Tumkur, 143100
Thrissur, 143100
Sibsagar, 143220
Erode, 143700
Namakkal, 143940
Karaikal, 144000
Dharmapuri, 144600
Mysore, 145500
Haveri, 145680
Karur, 146220
Bellary, 146400
Ernakulam, 148500
Tiruchirappalli, 148500
Mahe, 149940
Shimoga, 150600
Coimbatore, 151320
Alappuzha, 151500
Dindigul, 153000
Hassan, 153600
Chitradurga, 154080
Kottayam, 155400
Palakkad, 155700
Thanjavur, 155700
Kollam, 156600
Madurai, 156600
Virudhunagar, 159180
Thiruvananthapuram, 162300
Chikmagalur, 165600
Dhemaji, 165893
Tirunelveli, 167100
Thoothukkudi, 172500
Chamarajanagar, 172800
Kanniyakumari, 181200
Karimganj, 214408
