Sitamarhi, 691773
Palamu, 700380
Gaya, 708906
Surendranagar, 710121
Kawardha, 713719
Gondiya, 713858
Narmada, 716652
Baramula, 719712
Samastipur, 721841
Nagpur, 725256
Bhandara, 728212
Chatra, 728959
Darbhanga, 729005
Nalanda, 731107
Koriya, 733657
Bharuch, 734186
Kupwara, 741133
Madhubani, 744465
Amravati, 744498
Nawada, 750062
Dhule, 750180
Nandurbar, 751244
Jalgaon, 751715
Surguja, 753688
Sheikhpura, 756961
Kodarma, 757096
Begusarai, 759826
Wardha, 765332
Bhavnagar, 765824
Hazaribagh, 766301
Bilaspur, 769846
Lohardaga, 774559
Buldana, 775000
Lakhisarai, 775895
Rajnandgaon, 779885
Surat, 784611
Akola, 784763
Rajkot, 785426
Durg, 786012
Korba, 786230
Khagaria, 787491
Saharsa, 791698
Raipur, 792053
Jamui, 792158
Janjgir_-_Champa, 795551
Jashpur, 795968
Navsari, 799943
Yavatmal, 804021
Supaul, 805551
Gumla, 805596
Madhepura, 806959
Munger, 806979
Kachchh, 807108
Leh_Ladakh, 807721
Amreli, 817274
Ranchi, 817673
Giridih, 818911
Mahasamund, 825734
Jamnagar, 826243
Gadchiroli, 826622
Chandrapur, 826763
Dhanbad, 828958
Bokaro, 829664
Washim, 832143
Kargil, 832482
Valsad, 834274
Dhamtari, 834739
The_Dangs, 835273
Jalna, 836384
Bhagalpur, 843006
Aurangabad, 850404
Banka, 853637
Deoghar, 854675
Junagadh, 855163
Daman, 855901
Raigarh, 859365
Nashik, 863754
Hingoli, 864187
Purnia, 864339
Puruliya, 864400
Kanker, 865188
Sundargarh, 865200
Dadra_and_Nagar_Haveli, 865597
Araria, 868601
Nuapada, 876381
Godda, 879534
Katihar, 884925
Jharsuguda, 886194
Sahibganj, 891775
Dumka, 898954
Diu, 899906
Bankura, 904235
Bargarh, 906739
Porbandar, 908817
Bid, 909189
Parbhani, 911392
Kishanganj, 912640
Ahmadnagar, 915493
Sambalpur, 921238
Uttar_Dinajpur, 921927
Nanded, 923843
Pashchimi_Singhbhum, 925525
Purbi_Singhbhum, 937932
Pakaur, 941967
Barddhaman, 944685
Balangir, 951048
Debagarh, 952339
Maldah, 956657
Sonapur, 957286
Birbhum, 958528
Jalpaiguri, 960583
Thane, 960885
Bastar, 967824
Darjiling, 972324
Kalahandi, 974207
Dakshin_Dinajpur, 975486
Mumbai, 975989
Mumbai_Suburban, 976138
Medinipur, 979117
Pune, 981162
Karimnagar, 982526
Latur, 987197
Dantewada, 987709
Nabarangapur, 990157
Murshidabad, 991373
Osmanabad, 992609
Baudh, 994094
Kendujhar, 997979
Haora, 1014042
Kolkata, 1022018
Koch_Bihar, 1026625
Raigarh, 1027956
Solapur, 1030165
Koraput, 1031904
Nadia, 1034262
Anugul, 1036071
